key,Ardeal,Banat,Bucovina,Crisana,Dobrogea,Maramures,Moldova,Muntenia,Oltenia,accuracy,level_used,processed,roc_auc
result,"nasaud, din petrosani, un minut, toplita, iulia, miercurea, alba iulia, bistrita, miercurea ciuc, ciuc, sfantu, sfantu gheorghe, deva, brasov, harghita, petrosani, covasna, alba, cluj, hunedoara","resitei, timis in, judetean timis, ioan popa, torma, moldova, noua, din timisoara, banat, ipj timis, din lugoj, caransebes, moldova noua, severin, caras severin, caras, resita, lugoj, timis, timisoara","ion, la suceava, ipotesti, din suceava, gheorghe flutur, pe lemne, soldan, flutur, bucovina, vatra, prof, zis, bucovinei, lungu, ion lungu, radauti, judetean suceava, sucevei, falticeni, suceava","pe locul, informatia, evenimentul, birta, ului, harris, dvs, update, totusi, transmis, transmite, dupa, companiei, trei, si va, aurel, din oradea, bihor, oradea, arad","dobrogea, horia, delta, chitac, constanta si, cernavoda, tomis, judetean constanta, untold, mamaia, judetul constanta, municipiului constanta, judetul tulcea, primarul, comunei, medgidia, judetean tulcea, raja, tulcea, constanta","schema, pot depune, meci, pop, din baia, in anul, pana, satu mare, premiul, noiembrie, anul, apia, sus, maramuresului, satu, mare, de sus, baia mare, maramures, baia","jos, din bacau, din iasi, 2025, mai jos, piatra neamt, judetean vaslui, barlad, ianuarie, roman, husi, palas, judetul vaslui, iasi, braila, galati, neamt, botosani, bacau, vaslui","municipiului alexandria, turnu magurele, magurele, ialomita, bucuresti, judetean teleorman, zimnicea, de vede, prahova, din alexandria, arges, judetul teleorman, ploiesti, dambovita, buzau, giurgiu, calarasi, targoviste, alexandria, teleorman","drobeta turnu, energetic, drobeta, turnu severin, judetul olt, targu, mehedinti, calimanesti, ramnicu, ramnicu valcea, oltenia, caracal, targu jiu, jiu, gorj, slatina, dolj, craiova, valcea, olt",0.7927583161613189,1,16983,
