key,Ardeal,Banat,Bucovina,Crisana,Dobrogea,Maramures,Moldova,Muntenia,Oltenia,RepMoldova,accuracy,level_used,processed,roc_auc
result,"din petrosani, spus, un minut, iulia, toplita, alba iulia, miercurea, miercurea ciuc, ciuc, bistrita, sfantu, sfantu gheorghe, deva, brasov, harghita, petrosani, alba, covasna, cluj, hunedoara","ioan, autentificat, chisalita, timis in, ioan popa, torma, noua, ipj timis, din lugoj, din timisoara, banat, caransebes, moldova noua, severin, caras severin, caras, resita, lugoj, timis, timisoara","suceava si, iisus, dumnezeu, gheorghe flutur, te, vatra, la suceava, gheorghe, colegiului, bucovina, flutur, octombrie, ion, bucovinei, lungu, prof, sucevei, falticeni, judetean suceava, suceava","pian, seara, la ora, transmis, presedintia, de la, de euro, ora 18, trump, si va, castigat, noiembrie, euro, trei, companiei, update, din oradea, bihor, oradea, arad","delta, judetean constanta, constanta si, dobrogea, din constanta, tomis, cernavoda, chitac, untold, mamaia, municipiului constanta, primarul, judetul constanta, judetul tulcea, comunei, judetean tulcea, raja, medgidia, tulcea, constanta","transmiterea, 14 noiembrie, cea, floarea soarelui, la data, am, perioada, floarea, schema, de sus, satu mare, satu, pop, factura, mare, noiembrie, meci, baia mare, baia, maramures","din bacau, din iasi, jos, judetul, judetean vaslui, mai jos, ianuarie, piatra neamt, barlad, roman, husi, judetul vaslui, palas, iasi, braila, galati, neamt, botosani, bacau, vaslui","magurele, municipiului alexandria, turnu magurele, judetean teleorman, ialomita, zimnicea, de vede, bucuresti, prahova, din alexandria, judetul teleorman, arges, calarasi, buzau, ploiesti, dambovita, giurgiu, targoviste, alexandria, teleorman","drobeta turnu, energetic, drobeta, turnu severin, judetul olt, targu, mehedinti, calimanesti, ramnicu, ramnicu valcea, oltenia, caracal, targu jiu, jiu, gorj, slatina, dolj, craiova, valcea, olt","republica, republica moldova, mii, raionului, causeni, satul, sangerei, foto, ialoveni, raional, md, chisinau, calarasi, soroca, raionul, ungheni, orhei, balti, cahul, moldova",0.8301886792452831,1,23054,
