key,accuracy,judete,level_used,processed,raioane,roc_auc
result,0.9854695293862503,"judetean, judetul, romaniei, vaslui, olt, bacau, ro, romania, judetului, bucuresti, zona, valcea, pnl, comuna, psd, 000, teleorman, transmis, craiova, botosani",0,23054,"republica moldova, raionului, mii, criuleni, foto, satul, sangerei, ialoveni, causeni, raional, chisinau, md, calarasi, raionul, ungheni, orhei, balti, soroca, moldova, cahul",0.9981597775729044
