key,avg_pronoun_per_sentence,avg_punct_per_sentence,avg_stop_per_sentence,avg_unique_word_pct,avg_words_per_sentence
Bucovina,1.6404477611940298,4.16955223880597,12.280298507462687,0.5908599337904835,26.23805970149254
Crisana,1.2439341421143848,4.14529173887926,11.38951473136915,0.5847190925977518,25.12694974003466
Dobrogea,1.1534998301053347,3.8498980632008153,10.635151206252123,0.6432847225792482,24.543493034318722
Ardeal,1.3183680741136647,3.63285230714413,11.211508996971316,0.5751707954351941,24.071512560128273
Muntenia,1.2272229322621873,3.7207108514393523,10.808228348852778,0.6322339084974987,23.933418538129146
Banat,1.256379821958457,3.6981008902077153,10.43560830860534,0.6200626250014313,22.502373887240356
Oltenia,1.1741975760446042,4.036316276666739,11.206574387014832,0.6148286724953423,25.49269153768325
Moldova,1.2564520170383362,3.90915810573791,11.367852668504135,0.6005211828282392,25.226609872212478
Maramures,1.288367012561442,3.4136173311487346,9.238849444747862,0.6149794930814181,19.901328964136173
