key,avg_pronoun_per_sentence,avg_punct_per_sentence,avg_stop_per_sentence,avg_unique_word_pct,avg_words_per_sentence
Alba,1.0917661847894407,4.006913890634821,10.834066624764299,0.5973487492284967,24.619107479572595
Bistrita,1.2483130904183535,4.205128205128205,12.48582995951417,0.5909713504318714,28.095816464237515
Harghita,1.3684713375796178,4.466878980891719,11.839490445859873,0.5541150392063665,26.31433121019108
Cluj,1.1760982159984654,3.7226165355841165,10.958181469403415,0.5599213487028996,24.515250335699214
Hunedoara,1.3862320039715372,3.1501737547575708,10.964669865960616,0.5670986873354604,22.836753268244248
Brasov,1.110195674562307,3.714727085478888,10.741503604531411,0.6344498906772252,23.809474768280122
Covasna,1.4059680777238028,4.01411057136248,11.777006708304418,0.5875698143685394,24.526948878093915
